run_id,experiment_id,experiment_name,run_name,status,start_time_utc,end_time_utc,parent_run_id,category,artifact_uri,correlation_status,normalization_status,source_artifacts,normalized_keys,uncertainty_notes
ba6e8ed2ed4743d29f5137af062755de,1,dentex-object-detection-modeling,E0_yolo26n_640_baseline,FINISHED,2026-09-08T15:14:19.849000+00:00,2026-09-09T04:47:22.880000+00:00,,historical_yolo_baseline,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/ba6e8ed2ed4743d29f5137af062755de/artifacts,PARTIAL,SKIP,,,No project artifact with an embedded exact MLflow run_id
be0b9b8bd7a9407283f5baba3d77e14d,1,dentex-object-detection-modeling,E1_ssd300,FAILED,2026-09-08T16:26:48.225000+00:00,2026-09-08T16:28:14.313000+00:00,,ssd_architecture_screening,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/be0b9b8bd7a9407283f5baba3d77e14d/artifacts,SKIP,SKIP,,,Failed run preserved; no complete verified summary applied
3d25a3e7255f4ee8b086876ec75abfad,1,dentex-object-detection-modeling,E1_ssd300,FAILED,2026-09-08T16:55:26.291000+00:00,2026-09-08T16:57:09.522000+00:00,,ssd_architecture_screening,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/3d25a3e7255f4ee8b086876ec75abfad/artifacts,SKIP,SKIP,,,Failed run preserved; no complete verified summary applied
0c132e304f6a4d45910112720688004a,1,dentex-object-detection-modeling,E1_ssd300,FAILED,2026-09-08T16:58:54.408000+00:00,2026-09-08T17:00:54.330000+00:00,,ssd_architecture_screening,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/0c132e304f6a4d45910112720688004a/artifacts,SKIP,SKIP,,,Failed run preserved; no complete verified summary applied
223ec39b8a30400198f00b02c456c069,1,dentex-object-detection-modeling,E1_ssd300,FINISHED,2026-09-08T17:05:00.912000+00:00,2026-09-08T17:44:09.543000+00:00,,ssd_architecture_screening,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/223ec39b8a30400198f00b02c456c069/artifacts,PARTIAL,SKIP,,,No project artifact with an embedded exact MLflow run_id
82a550e41d0144eda8731b5f292e7d25,1,dentex-object-detection-modeling,E1_ssd300,FINISHED,2026-09-08T18:24:03.223000+00:00,2026-09-08T19:04:30.511000+00:00,,ssd_architecture_screening,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/82a550e41d0144eda8731b5f292e7d25/artifacts,PARTIAL,SKIP,,,No project artifact with an embedded exact MLflow run_id
0b1ce51e95e6459284313e093d372f4b,1,dentex-object-detection-modeling,E1_ssd300,FINISHED,2026-09-08T19:20:08.827000+00:00,2026-09-08T19:57:27.078000+00:00,,ssd_architecture_screening,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/0b1ce51e95e6459284313e093d372f4b/artifacts,PARTIAL,SKIP,,,No project artifact with an embedded exact MLflow run_id
3f12a40e72ed44358341791aeec008ca,1,dentex-object-detection-modeling,E2_fcos_640,FINISHED,2026-09-08T19:57:56.163000+00:00,2026-09-08T21:13:17.644000+00:00,,fcos_architecture_screening,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/3f12a40e72ed44358341791aeec008ca/artifacts,PARTIAL,SKIP,,,No project artifact with an embedded exact MLflow run_id
4c64f6e36e9748c3b7a1417086d6584e,1,dentex-object-detection-modeling,E4_detr_640,FINISHED,2026-09-08T21:51:15.784000+00:00,2026-09-08T23:51:27.646000+00:00,,detr_architecture_screening,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/4c64f6e36e9748c3b7a1417086d6584e/artifacts,PARTIAL,SKIP,,,No project artifact with an embedded exact MLflow run_id
4ce14533a45c44cf8d2d8ea9aceda929,1,dentex-object-detection-modeling,E4_detr_640_mlflow_smoke,FINISHED,2026-09-08T22:08:02.031000+00:00,2026-09-08T22:08:02.093000+00:00,,detr_architecture_screening,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/4ce14533a45c44cf8d2d8ea9aceda929/artifacts,PARTIAL,SKIP,,,Setup smoke run; not a modeling result
0d1df5803b4e4978b02f439de9466916,1,dentex-object-detection-modeling,E3_fasterrcnn_640,FINISHED,2026-09-09T04:48:08.201000+00:00,2026-09-09T06:13:16.302000+00:00,,faster_rcnn_architecture_screening,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/0d1df5803b4e4978b02f439de9466916/artifacts,PARTIAL,SKIP,,,No project artifact with an embedded exact MLflow run_id
0f60d191a0e24bbf96dd10643fd44148,1,dentex-object-detection-modeling,A1_sgd_lr5e4,FINISHED,2026-09-09T08:53:45.238000+00:00,2026-09-09T09:37:17.005000+00:00,,optimizer_learning_rate_refinement,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/0f60d191a0e24bbf96dd10643fd44148/artifacts,VERIFIED,NORMALIZED,artifacts/refinement/fcos/A1_sgd_lr5e4/metrics.json;artifacts/refinement/fcos/A1_sgd_lr5e4/history.csv,best/val_map50_95;best/val_map50;best/val_mar100;best/epoch;last/val_map50_95;last/val_map50;last/val_mar100;last/epoch;normalization/version;normalization/status;normalization/source,Exact embedded run_id and row-level history agreement
81948cc272d846c693de9dd032d899cc,1,dentex-object-detection-modeling,A2_sgd_lr1e3,FINISHED,2026-09-09T09:37:18.751000+00:00,2026-09-09T10:21:40.457000+00:00,,optimizer_learning_rate_refinement,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/81948cc272d846c693de9dd032d899cc/artifacts,VERIFIED,NORMALIZED,artifacts/refinement/fcos/A2_sgd_lr1e3/metrics.json;artifacts/refinement/fcos/A2_sgd_lr1e3/history.csv,best/val_map50_95;best/val_map50;best/val_mar100;best/epoch;last/val_map50_95;last/val_map50;last/val_mar100;last/epoch;normalization/version;normalization/status;normalization/source,Exact embedded run_id and row-level history agreement
6da7c19c450f4626a8de55ab7c3c7729,1,dentex-object-detection-modeling,A3_sgd_lr2e3,FINISHED,2026-09-09T10:21:42.019000+00:00,2026-09-09T11:08:12.553000+00:00,,optimizer_learning_rate_refinement,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/6da7c19c450f4626a8de55ab7c3c7729/artifacts,VERIFIED,NORMALIZED,artifacts/refinement/fcos/A3_sgd_lr2e3/metrics.json;artifacts/refinement/fcos/A3_sgd_lr2e3/history.csv,best/val_map50_95;best/val_map50;best/val_mar100;best/epoch;last/val_map50_95;last/val_map50;last/val_mar100;last/epoch;normalization/version;normalization/status;normalization/source,Exact embedded run_id and row-level history agreement
c2a4a0bbb6284081af13a40b75b6200f,1,dentex-object-detection-modeling,A4_adamw_lr1e4,FINISHED,2026-09-09T11:08:14.685000+00:00,2026-09-09T11:51:32.818000+00:00,,optimizer_learning_rate_refinement,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/c2a4a0bbb6284081af13a40b75b6200f/artifacts,VERIFIED,NORMALIZED,artifacts/refinement/fcos/A4_adamw_lr1e4/metrics.json;artifacts/refinement/fcos/A4_adamw_lr1e4/history.csv,best/val_map50_95;best/val_map50;best/val_mar100;best/epoch;last/val_map50_95;last/val_map50;last/val_mar100;last/epoch;normalization/version;normalization/status;normalization/source,Exact embedded run_id and row-level history agreement
235ce4f53dd546bdadabd595412927a8,1,dentex-object-detection-modeling,A5_adamw_lr3e4,FINISHED,2026-09-09T11:51:34.862000+00:00,2026-09-09T12:33:57.287000+00:00,,optimizer_learning_rate_refinement,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/235ce4f53dd546bdadabd595412927a8/artifacts,VERIFIED,NORMALIZED,artifacts/refinement/fcos/A5_adamw_lr3e4/metrics.json;artifacts/refinement/fcos/A5_adamw_lr3e4/history.csv,best/val_map50_95;best/val_map50;best/val_mar100;best/epoch;last/val_map50_95;last/val_map50;last/val_mar100;last/epoch;normalization/version;normalization/status;normalization/source,Exact embedded run_id and row-level history agreement
abb00f3f661947afa8bda202c503d0a2,1,dentex-object-detection-modeling,A6_adamw_lr5e4,FINISHED,2026-09-09T12:33:58.884000+00:00,2026-09-09T13:11:55.938000+00:00,,optimizer_learning_rate_refinement,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/abb00f3f661947afa8bda202c503d0a2/artifacts,VERIFIED,NORMALIZED,artifacts/refinement/fcos/A6_adamw_lr5e4/metrics.json;artifacts/refinement/fcos/A6_adamw_lr5e4/history.csv,best/val_map50_95;best/val_map50;best/val_mar100;best/epoch;last/val_map50_95;last/val_map50;last/val_mar100;last/epoch;normalization/version;normalization/status;normalization/source,Exact embedded run_id and row-level history agreement
e0894bc6f7ce49f1930d0788e2097afd,1,dentex-object-detection-modeling,B1_fixed,FINISHED,2026-09-09T19:11:55.864000+00:00,2026-09-09T19:53:33.425000+00:00,,scheduler_refinement,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/e0894bc6f7ce49f1930d0788e2097afd/artifacts,VERIFIED,NORMALIZED,artifacts/refinement/fcos/B1_fixed/metrics.json;artifacts/refinement/fcos/B1_fixed/history.csv,best/val_map50_95;best/val_map50;best/val_mar100;best/epoch;last/val_map50_95;last/val_map50;last/val_mar100;last/epoch;normalization/version;normalization/status;normalization/source,Exact embedded run_id and row-level history agreement
88776f896dd54efd8bc4b2324400762a,1,dentex-object-detection-modeling,B2_cosine,FINISHED,2026-09-09T19:53:35.441000+00:00,2026-09-09T20:34:05.949000+00:00,,scheduler_refinement,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/88776f896dd54efd8bc4b2324400762a/artifacts,VERIFIED,NORMALIZED,artifacts/refinement/fcos/B2_cosine/metrics.json;artifacts/refinement/fcos/B2_cosine/history.csv,best/val_map50_95;best/val_map50;best/val_mar100;best/epoch;last/val_map50_95;last/val_map50;last/val_mar100;last/epoch;normalization/version;normalization/status;normalization/source,Exact embedded run_id and row-level history agreement
e5110163acec47e6ac3f03aa62ecf6dd,1,dentex-object-detection-modeling,B3_cosine_warmup,FINISHED,2026-09-09T20:34:09.172000+00:00,2026-09-09T21:14:44.352000+00:00,,scheduler_refinement,file:C:/Users/Eclipse/PycharmProjects/Dental-Xray-Pathology-Detection/mlruns/1/e5110163acec47e6ac3f03aa62ecf6dd/artifacts,VERIFIED,NORMALIZED,artifacts/refinement/fcos/B3_cosine_warmup/metrics.json;artifacts/refinement/fcos/B3_cosine_warmup/history.csv,best/val_map50_95;best/val_map50;best/val_mar100;best/epoch;last/val_map50_95;last/val_map50;last/val_mar100;last/epoch;normalization/version;normalization/status;normalization/source,Exact embedded run_id and row-level history agreement
